,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,15,17  +  4,0,1.45,43.45,23        21,43.45,1.45,44.9, ,44.9,45,0.1,2,15.0,15.037210700000287,16.487098999998125,19.577471999997215,3.0798022000017227,False,left
1,16,17  +  9,3,1.45,46.45,26        28,46.45,1.45,47.9, ,47.9,48,0.1,1,18.0,19.612228599995433,21.056186199995864,22.508400899998378,0.8666248000008636,False,right
2,20,17  +  8,6,1.45,58.45,25        23,58.45,1.45,59.9, ,59.9,60,0.1,1,21.0,22.52830439999525,23.973136799999338,25.42494269999588,1.2278160999994725,False,left
3,80,18  +  4,9,1.45,283.45,22        20,283.45,1.45,284.9, ,284.9,285,0.1,1,24.0,25.4523635000005,26.89667829999962,28.348190600001544,0.9102513999969233,False,right
4,59,19  +  5,12,1.45,205.45,22        24,205.45,1.45,206.9, ,206.9,207,0.1,2,27.0,28.368533499997284,29.813234099994588,33.820849899995665,None,False,None
5,78,17  +  7,15,1.45,277.45,22        24,277.45,1.45,278.9, ,278.9,279,0.1,2,30.0,33.84218479999981,35.29424689999723,39.300733799995214,None,False,None
6,75,16  +  6,18,1.45,268.45,24        22,268.45,1.45,269.9, ,269.9,270,0.1,2,33.0,39.32725379999465,40.771655600001395,44.77853369999502,None,False,None
7,31,17  +  6,21,1.45,106.45,23        25,106.45,1.45,107.9, ,107.9,108,0.1,1,36.0,44.79923489999783,46.24465369999962,50.25130440000066,None,False,None
8,41,19  +  9,24,1.45,151.45,30        28,151.45,1.45,152.9, ,152.9,153,0.1,2,39.0,50.27885309999692,51.72334389999742,55.730203099999926,None,False,None
9,11,16  +  7,27,1.45,31.45,21        23,31.45,1.45,32.9, ,32.9,33,0.1,2,42.0,55.75081990000035,57.19558379999944,61.203366699999606,None,False,None
10,65,16  +  6,30,1.45,238.45,20        22,238.45,1.45,239.9, ,239.9,240,0.1,2,45.0,61.230924999996205,62.67492939999647,66.6817286000005,None,False,None
11,40,18  +  8,33,1.45,133.45,26        24,133.45,1.45,134.9, ,134.9,135,0.1,1,48.0,66.70964299999468,68.15424309999798,72.16158359999827,None,False,None
12,37,17  +  6,36,1.45,124.45,23        25,124.45,1.45,125.9, ,125.9,126,0.1,1,51.0,72.18920539999817,73.63383279999834,77.64031329999852,None,False,None
13,35,18  +  5,39,1.45,118.45,25        23,118.45,1.45,119.9, ,119.9,120,0.1,2,54.0,77.66097849999642,79.10621659999742,83.11255769999843,None,False,None
14,74,19  +  3,42,1.45,265.45,22        20,265.45,1.45,266.9, ,266.9,267,0.1,1,57.0,83.13328360000014,84.57780500000081,88.58504330000142,None,False,None
