,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,45,15  +  9,0,1.45,163.45,24        26,163.45,1.45,164.9, ,164.9,165,0.1,1,15.0,15.022480799998448,16.472589299999527,20.479587199995876,None,False,None
1,44,18  +  5,3,1.45,160.45,21        23,160.45,1.45,161.9, ,161.9,162,0.1,2,18.0,20.500326599998516,21.94496960000106,25.95178550000128,None,False,None
2,33,18  +  6,6,1.45,112.45,24        26,112.45,1.45,113.9, ,113.9,114,0.1,1,21.0,25.97264559999894,27.417339999999967,31.424410499996156,None,False,None
3,79,13  +  9,9,1.45,280.45,24        22,280.45,1.45,281.9, ,281.9,282,0.1,2,24.0,31.44502669999929,32.889642599999206,36.89655829999538,None,False,None
4,61,19  +  3,12,1.45,226.45,22        24,226.45,1.45,227.9, ,227.9,228,0.1,1,27.0,36.91715919999842,38.361634299995785,42.36862850000034,None,False,None
5,65,16  +  6,15,1.45,238.45,20        22,238.45,1.45,239.9, ,239.9,240,0.1,2,30.0,42.38962309999624,43.83405689999927,47.84109599999647,None,False,None
6,59,19  +  5,18,1.45,205.45,22        24,205.45,1.45,206.9, ,206.9,207,0.1,2,33.0,47.86198929999955,49.306309300001885,53.31314559999737,None,False,None
7,20,17  +  8,21,1.45,58.45,25        23,58.45,1.45,59.9, ,59.9,60,0.1,1,36.0,53.33427539999684,54.778421199996956,58.7854851000011,None,False,None
8,14,16  +  8,24,1.45,40.45,22        24,40.45,1.45,41.9, ,41.9,42,0.1,2,39.0,58.806593199995405,60.2509396999958,64.25777579999703,None,False,None
9,37,17  +  6,27,1.45,124.45,23        25,124.45,1.45,125.9, ,125.9,126,0.1,1,42.0,64.27861950000079,65.72393269999884,69.73001269999804,None,False,None
10,77,18  +  3,30,1.45,274.45,23        21,274.45,1.45,275.9, ,275.9,276,0.1,2,45.0,69.7508239000017,71.19549310000002,75.2023423999999,None,False,None
11,51,18  +  6,33,1.45,181.45,24        22,181.45,1.45,182.9, ,182.9,183,0.1,1,48.0,75.22333209999488,76.66772489999857,80.67481499999849,None,False,None
12,64,17  +  9,36,1.45,235.45,24        26,235.45,1.45,236.9, ,236.9,237,0.1,2,51.0,80.6962951999958,82.13998069999798,86.14699229999678,None,False,None
