trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,444.8190939000342,None,return,12.720893599966075,444.8190939000342,None,483.8698798000114,None,461.57092790002935,None,return,22.272944500029553,461.57092790002935,None,503.8863874000381,None,,001,2022_Jan_19_1635,exp,2021.2.3,60.25228837399819,
