trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,377.3627810999751,None,return,0.42975820001447573,377.3627810999751,None,382.9172778999782,None,381.84159550000913,None,return,1.0453955000266433,381.84159550000913,None,402.932367899979,None,,001,2022_Jan_20_1640,exp,2021.2.3,39.74338491079791,
