trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,433.3060802000109,None,return,1.0505303000099957,433.3060802000109,None,441.0057967999601,None,438.4058447999996,None,return,2.5695548999938183,438.4058447999996,None,461.01249890000327,None,,001,2022_Jan_20_1641,exp,2021.2.3,40.24928799533358,
