trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,70.40075910001178,None,return,1.5750157000147738,70.40075910001178,None,78.40688870000304,None,76.02501680000569,None,return,2.361689400015166,76.02501680000569,None,148.5778885000036,None,,001,2022_Jan_14_2311,exp,2021.2.3,97.39573543646274,
