trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,92.07326760000433,None,return,0.9328194000117946,92.07326760000433,None,98.35099160001846,None,97.02373919999809,None,return,1.3153893999988213,97.02373919999809,None,118.35879720002413,None,,001,2022_Jan_17_1824,exp,2021.2.3,143.71119795243777,
