trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,352.23984019999625,None,return,18.692670699965674,352.23984019999625,None,379.37486560002435,None,374.95784410001943,None,return,4.398489699990023,374.95784410001943,None,399.3900939000305,None,,001,2022_Jan_19_1633,exp,2021.2.3,60.263326623643664,
