trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,431.69543060002616,None,return,0.35021259999484755,431.69543060002616,None,503.0711736000085,None,436.07826610002667,None,return,66.94715250001173,436.07826610002667,None,523.0785450000258,None,,001,2022_Jan_17_1830,exp,2021.2.3,147.46456794937535,
