trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,352.21082399997977,None,return,0.4720926000154577,352.21082399997977,None,370.2232712999976,None,356.7166164999944,None,return,13.48461800001678,356.7166164999944,None,440.2333090000029,None,,001,2022_Jan_14_2324,exp,2021.2.3,143.29644882180116,
