EXPERIMENT DATA:,Movie Task
Start Time,5.514675899990834
Movie Task Start,5.514745799999218,,,,Movie Task,1,9253638,,,
Movie Init,7.361800700018648,,,,Movie Task,1,9253638,,,
Movie Start,7.361890900006983,,,,Movie Task,1,9253638,,,
