 
Runtime Mod,-7
EXPERIMENT DATA:,One-Back Task
Start Time,3932.3494670999935
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,4018.6172113000066
ESQ,4855.792247399979,,Knowledge_response,3.0,Experience Sampling Questions,1,9447683,,Marker Started at 3,One-Back Task
ESQ,4857.269940899976,,Deliberate_response,5.0,Experience Sampling Questions,1,9447683,,Marker Started at 5,One-Back Task
 
Runtime Mod,-8
EXPERIMENT DATA:,One-Back Task
Start Time,4857.283479699981
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,4944.115002799954
ESQ,8019.857221399958,,Deliberate_response,5.0,Experience Sampling Questions,1,9447683,,Marker Started at 5,One-Back Task
ESQ,8020.88521149999,,Intrusive_response,7.0,Experience Sampling Questions,1,9447683,,Marker Started at 7,One-Back Task
 
Runtime Mod,15
EXPERIMENT DATA:,Zero-Back Task
Start Time,8020.909708499967
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,8129.400925699971
ESQ,12457.601633499959,,Self_response,8.0,Experience Sampling Questions,1,9447683,,Marker Started at 8,Zero-Back Task
ESQ,12458.824642399966,,Other_response,5.0,Experience Sampling Questions,1,9447683,,Marker Started at 5,Zero-Back Task
 
Runtime Mod,11
EXPERIMENT DATA:,Zero-Back Task
Start Time,12458.852573699958
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,12565.246633699979
ESQ,16019.292406099965,,Problem_response,2.0,Experience Sampling Questions,1,9447683,,Marker Started at 2,Zero-Back Task
ESQ,16020.317368399992,,Emotion_response,2.0,Experience Sampling Questions,1,9447683,,Marker Started at 2,Zero-Back Task
 
Runtime Mod,-10
EXPERIMENT DATA:,Movie Task
Start Time,16022.90642179997
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,16153.010793099995
ESQ,16164.571970799996,,Emotion_response,9.0,Experience Sampling Questions,1,9447683,,Marker Started at 9,Movie Task
ESQ,16165.599002999952,,Detailed_response,6.0,Experience Sampling Questions,1,9447683,,Marker Started at 6,Movie Task
 
Runtime Mod,-8
EXPERIMENT DATA:,Movie Task
Start Time,16165.609647899983
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,16269.556911399995
ESQ,16273.900681499974,,Self_response,2.0,Experience Sampling Questions,1,9447683,,Marker Started at 2,Movie Task
ESQ,16274.918682999967,,Focus_response,9.0,Experience Sampling Questions,1,9447683,,Marker Started at 9,Movie Task
 
Runtime Mod,15
EXPERIMENT DATA:,You Task
Start Time,16277.558530699986
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,16383.728200599959
ESQ,18100.344195399957,,Problem_response,8.0,Experience Sampling Questions,1,9447683,,Marker Started at 8,You Task
ESQ,18101.383740199963,,Focus_response,5.0,Experience Sampling Questions,1,9447683,,Marker Started at 5,You Task
 
Runtime Mod,12
EXPERIMENT DATA:,You Task
Start Time,18101.404683200002
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,18207.319329199963
ESQ,19503.871361800004,,Self_response,8.0,Experience Sampling Questions,1,9447683,,Marker Started at 8,You Task
ESQ,19504.901326499996,,Deliberate_response,4.0,Experience Sampling Questions,1,9447683,,Marker Started at 4,You Task
 
Runtime Mod,13
EXPERIMENT DATA:,Friend Task
Start Time,19504.925018599955
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,19611.356209399994
ESQ,19656.940836999973,,Future_response,8.0,Experience Sampling Questions,1,9447683,,Marker Started at 8,Friend Task
ESQ,19657.9707756,,Emotion_response,10.0,Experience Sampling Questions,1,9447683,,Marker Started at 10,Friend Task
 
Runtime Mod,-8
EXPERIMENT DATA:,Friend Task
Start Time,19658.01265619998
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,19747.9789016
ESQ,19952.64069729997,,Intrusive_response,3.0,Experience Sampling Questions,1,9447683,,Marker Started at 3,Friend Task
ESQ,19953.661577099992,,Modality_response,5.0,Experience Sampling Questions,1,9447683,,Marker Started at 5,Friend Task
 
Runtime Mod,12
EXPERIMENT DATA:,Math Task
Start Time,19959.50084209995
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,20068.68172449997
ESQ,21447.738182500005,,Intrusive_response,3.0,Experience Sampling Questions,1,9447683,,Marker Started at 3,Math Task
ESQ,21448.774195200007,,Deliberate_response,8.0,Experience Sampling Questions,1,9447683,,Marker Started at 8,Math Task
 
Runtime Mod,-14
EXPERIMENT DATA:,Math Task
Start Time,21448.786568299984
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,21528.814308399975
