 
Runtime Mod,9
EXPERIMENT DATA:,Zero-Back Task
Start Time,7.50790440000128
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,24.066955999995116
ESQ,28.1643056999892,,Deliberate_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,Zero-Back Task
ESQ,29.186290999990888,,Detailed_response,6.0,Experience Sampling Questions,1,1143124,,Marker Started at 6,Zero-Back Task
 
Runtime Mod,-8
EXPERIMENT DATA:,Zero-Back Task
Start Time,29.198095900006592
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,30.81526289996691
ESQ,32.764330599980894,,Intrusive_response,3.0,Experience Sampling Questions,1,1143124,,Marker Started at 3,Zero-Back Task
ESQ,33.78434999997262,,Knowledge_response,3.0,Experience Sampling Questions,1,1143124,,Marker Started at 3,Zero-Back Task
 
Runtime Mod,5
EXPERIMENT DATA:,One-Back Task
Start Time,33.79453040001681
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,47.23199930001283
ESQ,49.08932470000582,,Focus_response,6.0,Experience Sampling Questions,1,1143124,,Marker Started at 6,One-Back Task
ESQ,50.13830459996825,,Knowledge_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,One-Back Task
 
Runtime Mod,15
EXPERIMENT DATA:,One-Back Task
Start Time,50.14963479997823
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,76.4334317999892
ESQ,78.6113601999823,,Emotion_response,6.0,Experience Sampling Questions,1,1143124,,Marker Started at 6,One-Back Task
ESQ,79.8403541999869,,Past_response,8.200000000000003,Experience Sampling Questions,1,1143124,,Marker Started at 9,One-Back Task
 
Runtime Mod,-7
EXPERIMENT DATA:,Friend Task
Start Time,82.97017909999704
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,84.58756690000882
ESQ,86.5413419000106,,Past_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,Friend Task
ESQ,87.55634710000595,,Absorption_response,8.0,Experience Sampling Questions,1,1143124,,Marker Started at 8,Friend Task
 
Runtime Mod,-14
EXPERIMENT DATA:,Friend Task
Start Time,87.59264519996941
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,88.92150180001045
ESQ,90.75033910002094,,Past_response,8.0,Experience Sampling Questions,1,1143124,,Marker Started at 8,Friend Task
ESQ,91.76335029996699,,Distracting_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,Friend Task
 
Runtime Mod,-12
EXPERIMENT DATA:,You Task
Start Time,91.7998126000166
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,92.81834379996872
ESQ,94.54832339996938,,Emotion_response,7.0,Experience Sampling Questions,1,1143124,,Marker Started at 7,You Task
ESQ,95.57033040001988,,Other_response,8.0,Experience Sampling Questions,1,1143124,,Marker Started at 8,You Task
 
Runtime Mod,6
EXPERIMENT DATA:,You Task
Start Time,95.60813489998691
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,108.36206670000684
ESQ,110.7003354000044,,Distracting_response,10.0,Experience Sampling Questions,1,1143124,,Marker Started at 10,You Task
ESQ,111.71533380000619,,Intrusive_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,You Task
 
Runtime Mod,9
EXPERIMENT DATA:,Math Task
Start Time,113.92636320000747
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,131.9043393000029
ESQ,134.97236730001168,,Knowledge_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,Math Task
ESQ,135.993335200008,,Detailed_response,7.0,Experience Sampling Questions,1,1143124,,Marker Started at 7,Math Task
 
Runtime Mod,11
EXPERIMENT DATA:,Math Task
Start Time,136.09312249999493
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,153.9404226000188
ESQ,156.98732929996913,,Other_response,4.0,Experience Sampling Questions,1,1143124,,Marker Started at 4,Math Task
ESQ,158.01528549997602,,Absorption_response,4.0,Experience Sampling Questions,1,1143124,,Marker Started at 4,Math Task
 
Runtime Mod,10
EXPERIMENT DATA:,Math Task
Start Time,158.09968709998066
