 
Runtime Mod,7
EXPERIMENT DATA:,Reading Task
Start Time,9.961527600011323
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,25.68074500001967
ESQ,63.790961700025946,,Future_response,2.0,Experience Sampling Questions,1,4645833,,Marker Started at 2,Reading Task
ESQ,65.09071680001216,,Focus_response,5.0,Experience Sampling Questions,1,4645833,,Marker Started at 5,Reading Task
ESQ,66.36202619998949,,Distracting_response,4.0,Experience Sampling Questions,1,4645833,,Marker Started at 4,Reading Task
ESQ,67.42532229999779,,Modality_response,3.0,Experience Sampling Questions,1,4645833,,Marker Started at 3,Reading Task
ESQ,68.56235289998585,,Self_response,7.0,Experience Sampling Questions,1,4645833,,Marker Started at 7,Reading Task
ESQ,69.6243814000045,,Emotion_response,2.0,Experience Sampling Questions,1,4645833,,Marker Started at 2,Reading Task
ESQ,70.63896409998415,,Past_response,7.0,Experience Sampling Questions,1,4645833,,Marker Started at 7,Reading Task
ESQ,71.65277300000889,,Intrusive_response,6.0,Experience Sampling Questions,1,4645833,,Marker Started at 6,Reading Task
ESQ,72.66811219998635,,Other_response,10.0,Experience Sampling Questions,1,4645833,,Marker Started at 10,Reading Task
ESQ,73.68737180001335,,Knowledge_response,5.0,Experience Sampling Questions,1,4645833,,Marker Started at 5,Reading Task
ESQ,74.70079760003136,,Problem_response,2.0,Experience Sampling Questions,1,4645833,,Marker Started at 2,Reading Task
ESQ,75.71514019998722,,Deliberate_response,5.0,Experience Sampling Questions,1,4645833,,Marker Started at 5,Reading Task
ESQ,76.72873500001151,,Absorption_response,2.0,Experience Sampling Questions,1,4645833,,Marker Started at 2,Reading Task
ESQ,77.7419856999768,,Detailed_response,3.0,Experience Sampling Questions,1,4645833,,Marker Started at 3,Reading Task
 
Runtime Mod,-9
EXPERIMENT DATA:,Reading Task
Start Time,77.77004199998919
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,79.0318632000126
ESQ,82.20185110002058,,Modality_response,3.0,Experience Sampling Questions,1,4645833,,Marker Started at 3,Reading Task
ESQ,83.2221951999818,,Absorption_response,6.0,Experience Sampling Questions,1,4645833,,Marker Started at 6,Reading Task
ESQ,84.23695699998643,,Distracting_response,3.0,Experience Sampling Questions,1,4645833,,Marker Started at 3,Reading Task
ESQ,85.26693560002604,,Other_response,2.0,Experience Sampling Questions,1,4645833,,Marker Started at 2,Reading Task
