EXPERIMENT DATA:,Movie Task
Start Time,18.042465500009712
Math Trial Start,57.1504949000082,,,,Math Task,1,9453225,,,
Choice presented,57.158697700011544,,,,Math Task,1,9453225,,,
Choice made,60.05904260004172,,,,Math Task,1,9453225,,,
Math Trial End,60.0590856000199,False,,,Math Task,1,9453225,,,
Math Trial Start,62.07584920001682,,,,Math Task,1,9453225,,,
Choice presented,62.08265430002939,,,,Math Task,1,9453225,,,
Choice made,64.98277070000768,,,,Math Task,1,9453225,,,
Math Trial End,64.98281770001631,False,,,Math Task,1,9453225,,,
Math Trial Start,67.00135350000346,,,,Math Task,1,9453225,,,
Choice presented,67.00997429998824,,,,Math Task,1,9453225,,,
Choice made,69.91344219999155,,,,Math Task,1,9453225,,,
Math Trial End,69.91349539998919,False,,,Math Task,1,9453225,,,
Math Trial Start,71.9290407000226,,,,Math Task,1,9453225,,,
Choice presented,71.938424699998,,,,Math Task,1,9453225,,,
Choice made,74.84473250003066,,,,Math Task,1,9453225,,,
Math Trial End,74.84481670003152,False,,,Math Task,1,9453225,,,
Math Trial Start,76.85983500001021,,,,Math Task,1,9453225,,,
Choice presented,76.86766059999354,,,,Math Task,1,9453225,,,
Choice made,79.76827619998949,,,,Math Task,1,9453225,,,
Math Trial End,79.76832620002097,False,,,Math Task,1,9453225,,,
Math Task End,81.77538850001292,,,,Math Task,1,9453225,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,3687.410022899974
ESQ,3749.0451874000137,,Detailed_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,3750.67356570001,,Detailed_response,2.0,Experience Sampling Questions,1,9453225,,Marker Started at 2,Math Task
ESQ,3750.6739814999746,,Focus_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,3751.6865413999767,,Focus_response,9.0,Experience Sampling Questions,1,9453225,,Marker Started at 9,Math Task
EXPERIMENT DATA:,Math Task
Start Time,3751.696393899969
Math Task Start,0.7368256999761797,,,,Math Task,1,9453225,,,
fixation cross,0.7457254999899305,,,,Math Task,1,9453225,,,
Math Trial Start,2.768318599963095,,,,Math Task,1,9453225,,,
Choice presented,2.7779873999534175,,,,Math Task,1,9453225,,,
Choice made,5.68470189999789,,,,Math Task,1,9453225,,,
Math Trial End,5.684842599963304,False,,,Math Task,1,9453225,,,
Math Trial Start,7.705378799990285,,,,Math Task,1,9453225,,,
Choice presented,7.716787999961525,,,,Math Task,1,9453225,,,
Choice made,10.625016300007701,,,,Math Task,1,9453225,,,
Math Trial End,10.625105699989945,False,,,Math Task,1,9453225,,,
Math Trial Start,12.640563199995086,,,,Math Task,1,9453225,,,
Choice presented,12.646520000009332,,,,Math Task,1,9453225,,,
Choice made,15.547557199955918,,,,Math Task,1,9453225,,,
Math Trial End,15.547607999993488,False,,,Math Task,1,9453225,,,
Math Trial Start,17.569956099963747,,,,Math Task,1,9453225,,,
Choice presented,17.578008499986026,,,,Math Task,1,9453225,,,
Choice made,20.484244099992793,,,,Math Task,1,9453225,,,
Math Trial End,20.48430809995625,False,,,Math Task,1,9453225,,,
Math Trial Start,22.49968839995563,,,,Math Task,1,9453225,,,
Choice presented,22.507760200009216,,,,Math Task,1,9453225,,,
Choice made,25.40961229999084,,,,Math Task,1,9453225,,,
Math Trial End,25.409669499960728,False,,,Math Task,1,9453225,,,
Math Trial Start,27.426442299969494,,,,Math Task,1,9453225,,,
Choice presented,27.430064599961042,,,,Math Task,1,9453225,,,
Choice made,30.334945699956734,,,,Math Task,1,9453225,,,
Math Trial End,30.334997099998873,False,,,Math Task,1,9453225,,,
Math Trial Start,32.34777120000217,,,,Math Task,1,9453225,,,
Choice presented,32.35486779996427,,,,Math Task,1,9453225,,,
Choice made,35.255455999984406,,,,Math Task,1,9453225,,,
Math Trial End,35.25551980000455,False,,,Math Task,1,9453225,,,
Math Trial Start,37.2731564999558,,,,Math Task,1,9453225,,,
Choice presented,37.27753669995582,,,,Math Task,1,9453225,,,
Choice made,40.18000079999911,,,,Math Task,1,9453225,,,
Math Trial End,40.18005510000512,False,,,Math Task,1,9453225,,,
Math Trial Start,42.19618089997675,,,,Math Task,1,9453225,,,
Choice presented,42.20206769998185,,,,Math Task,1,9453225,,,
Choice made,45.10254789999453,,,,Math Task,1,9453225,,,
Math Trial End,45.10258929996053,False,,,Math Task,1,9453225,,,
Math Trial Start,47.12003359996015,,,,Math Task,1,9453225,,,
Choice presented,47.12578259996371,,,,Math Task,1,9453225,,,
Choice made,50.02665719995275,,,,Math Task,1,9453225,,,
Math Trial End,50.026706899981946,False,,,Math Task,1,9453225,,,
Math Trial Start,52.04223269998329,,,,Math Task,1,9453225,,,
Choice presented,52.05004790000385,,,,Math Task,1,9453225,,,
Choice made,54.9569094000035,,,,Math Task,1,9453225,,,
Math Trial End,54.95695939997677,False,,,Math Task,1,9453225,,,
Math Trial Start,56.97657479997724,,,,Math Task,1,9453225,,,
Choice presented,56.98735889996169,,,,Math Task,1,9453225,,,
Choice made,59.8951601999579,,,,Math Task,1,9453225,,,
Math Trial End,59.895212100003846,False,,,Math Task,1,9453225,,,
Math Trial Start,61.910002499993425,,,,Math Task,1,9453225,,,
Choice presented,61.91779899998801,,,,Math Task,1,9453225,,,
Choice made,64.81844639999326,,,,Math Task,1,9453225,,,
Math Trial End,64.81850039999699,False,,,Math Task,1,9453225,,,
Math Trial Start,66.83520859997952,,,,Math Task,1,9453225,,,
Choice presented,66.84095389995491,,,,Math Task,1,9453225,,,
Choice made,69.7430800999864,,,,Math Task,1,9453225,,,
Math Trial End,69.74313739995705,False,,,Math Task,1,9453225,,,
Math Trial Start,71.75727319996804,,,,Math Task,1,9453225,,,
Choice presented,71.76666819996899,,,,Math Task,1,9453225,,,
Choice made,74.6738394999993,,,,Math Task,1,9453225,,,
Math Trial End,74.67392390000168,False,,,Math Task,1,9453225,,,
Math Trial Start,76.68830609996803,,,,Math Task,1,9453225,,,
Choice presented,76.6967980999616,,,,Math Task,1,9453225,,,
Choice made,79.60362509998959,,,,Math Task,1,9453225,,,
Math Trial End,79.60371759999543,False,,,Math Task,1,9453225,,,
Math Trial Start,81.62156840000534,,,,Math Task,1,9453225,,,
Choice presented,81.62596769997617,,,,Math Task,1,9453225,,,
Choice made,84.5270950999693,,,,Math Task,1,9453225,,,
Math Trial End,84.5271853999584,False,,,Math Task,1,9453225,,,
Math Trial Start,86.54414650000399,,,,Math Task,1,9453225,,,
Choice presented,86.55048169998918,,,,Math Task,1,9453225,,,
Choice made,89.45765559998108,,,,Math Task,1,9453225,,,
Math Trial End,89.4577072999673,False,,,Math Task,1,9453225,,,
Math Trial Start,91.47423890000209,,,,Math Task,1,9453225,,,
Choice presented,91.48132759996224,,,,Math Task,1,9453225,,,
Choice made,94.38191609998466,,,,Math Task,1,9453225,,,
Math Trial End,94.38195959996665,False,,,Math Task,1,9453225,,,
Math Trial Start,96.39630779996514,,,,Math Task,1,9453225,,,
Choice presented,96.40423179999925,,,,Math Task,1,9453225,,,
Choice made,99.3050980999833,,,,Math Task,1,9453225,,,
Math Trial End,99.30514329997823,False,,,Math Task,1,9453225,,,
Math Trial Start,101.31918099999893,,,,Math Task,1,9453225,,,
Choice presented,101.32893669995246,,,,Math Task,1,9453225,,,
Choice made,104.23525609995704,,,,Math Task,1,9453225,,,
Math Trial End,104.2353077000007,False,,,Math Task,1,9453225,,,
Math Task End,106.24421929998789,,,,Math Task,1,9453225,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,3857.9553019999876
ESQ,5640.333596799988,,Intrusive_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,5642.118352399964,,Intrusive_response,4.0,Experience Sampling Questions,1,9453225,,Marker Started at 4,Math Task
ESQ,5642.118830899999,,Modality_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,5649.9998604999855,,Modality_response,7.0,Experience Sampling Questions,1,9453225,,Marker Started at 7,Math Task
EXPERIMENT DATA:,Math Task
Start Time,5650.029968799965
Math Task Start,5651.363236400008,,,,,,,,,
fixation cross,5651.374082299997,,,,,,,,,
Math Trial Start,5653.401441800001,,,,,,,,,
Choice presented,5653.40995489998,,,,,,,,,
Choice made,5658.880341599986,,,,,,,,,
Math Trial End,5658.880421400012,False,,,,,,,,
Math Trial Start,5660.902147500019,,,,,,,,,
Choice presented,5660.910090599966,,,,,,,,,
Choice made,5666.375326699985,,,,,,,,,
Math Trial End,5666.375413300004,False,,,,,,,,
Math Trial Start,5668.398274899984,,,,,,,,,
Choice presented,5668.411763400014,,,,,,,,,
Choice made,5673.866437299992,,,,,,,,,
Math Trial End,5673.866485300008,False,,,,,,,,
Math Trial Start,5675.888543299981,,,,,,,,,
Choice presented,5675.8975230000215,,,,,,,,,
Choice made,5681.352114500012,,,,,,,,,
Math Trial End,5681.352163199976,False,,,,,,,,
Math Trial Start,5683.377721700002,,,,,,,,,
Choice presented,5683.394141800003,,,,,,,,,
Choice made,5688.860724899976,,,,,,,,,
Math Trial End,5688.860794099979,False,,,,,,,,
Math Trial Start,5690.876140400011,,,,,,,,,
Choice presented,5690.883042600006,,,,,,,,,
Choice made,5696.340290399967,,,,,,,,,
Math Trial End,5696.340368699981,False,,,,,,,,
Math Trial Start,5698.3687011,,,,,,,,,
Choice presented,5698.380910600012,,,,,,,,,
Choice made,5703.833392600005,,,,,,,,,
Math Trial End,5703.833461800008,False,,,,,,,,
Math Trial Start,5705.868704599969,,,,,,,,,
Choice presented,5705.877657999983,,,,,,,,,
Choice made,5711.335234600003,,,,,,,,,
Math Trial End,5711.335325699998,False,,,,,,,,
Math Trial Start,5713.369256599981,,,,,,,,,
Choice presented,5713.381546899967,,,,,,,,,
Choice made,5718.881530400016,,,,,,,,,
Math Trial End,5718.881605800008,False,,,,,,,,
Math Trial Start,5720.906090600009,,,,,,,,,
Choice presented,5720.921666499984,,,,,,,,,
Choice made,5726.374573800014,,,,,,,,,
Math Trial End,5726.374626300007,False,,,,,,,,
Math Trial Start,5728.393233900017,,,,,,,,,
Choice presented,5728.408268900006,,,,,,,,,
Choice made,5733.868963100016,,,,,,,,,
Math Trial End,5733.869034199975,False,,,,,,,,
Math Trial Start,5735.887414900004,,,,,,,,,
Choice presented,5735.910621999996,,,,,,,,,
Choice made,5741.361890100001,,,,,,,,,
Math Trial End,5741.3619588,False,,,,,,,,
Math Trial Start,5743.3987932999735,,,,,,,,,
Choice presented,5743.41233229998,,,,,,,,,
Choice made,5748.861228399968,,,,,,,,,
Math Trial End,5748.861297899974,False,,,,,,,,
Math Task End,5750.8689304,,,,,,,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,5750.870641299989
ESQ,14090.75666840002,,Modality_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,14092.300062900002,,Modality_response,8.0,Experience Sampling Questions,1,9453225,,Marker Started at 8,Math Task
ESQ,14092.30065009999,,Knowledge_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,14093.334931799967,,Knowledge_response,6.0,Experience Sampling Questions,1,9453225,,Marker Started at 6,Math Task
EXPERIMENT DATA:,Math Task
Start Time,14093.35716720001
Math Task Start,14094.424134899979,,,,,,,,,
fixation cross,14094.436288999976,,,,,,,,,
Math Trial Start,14096.46940479998,,,,,,,,,
Choice presented,14096.485519999987,,,,,,,,,
Choice made,14101.940237800009,,,,,,,,,
Math Trial End,14101.940293599968,False,,,,,,,,
Math Trial Start,14103.96902660001,,,,,,,,,
Choice presented,14103.989419299993,,,,,,,,,
Choice made,14109.458944200014,,,,,,,,,
Math Trial End,14109.459007499972,False,,,,,,,,
Math Trial Start,14111.483777899994,,,,,,,,,
Choice presented,14111.491288899968,,,,,,,,,
Choice made,14116.95627179998,,,,,,,,,
Math Trial End,14116.956317299977,False,,,,,,,,
Math Trial Start,14118.986926399986,,,,,,,,,
Choice presented,14118.991570400016,,,,,,,,,
Choice made,14124.44908749999,,,,,,,,,
Math Trial End,14124.44914859999,False,,,,,,,,
Math Trial Start,14126.4751788,,,,,,,,,
Choice presented,14126.494268300012,,,,,,,,,
Choice made,14131.952183899994,,,,,,,,,
Math Trial End,14131.952231400006,False,,,,,,,,
Math Trial Start,14133.979589099996,,,,,,,,,
Choice presented,14133.986506699992,,,,,,,,,
Choice made,14139.44796119997,,,,,,,,,
Math Trial End,14139.448028200015,False,,,,,,,,
Math Trial Start,14141.47030320001,,,,,,,,,
Choice presented,14141.48751429998,,,,,,,,,
Choice made,14146.950160600012,,,,,,,,,
Math Trial End,14146.95022900001,False,,,,,,,,
Math Trial Start,14148.974023699993,,,,,,,,,
Choice presented,14148.987426600012,,,,,,,,,
Choice made,14154.4429886,,,,,,,,,
Math Trial End,14154.44303939998,False,,,,,,,,
Math Trial Start,14156.462660699966,,,,,,,,,
Choice presented,14156.474601799971,,,,,,,,,
Choice made,14161.939570799994,,,,,,,,,
Math Trial End,14161.939622199978,False,,,,,,,,
Math Trial Start,14163.95528699999,,,,,,,,,
Choice presented,14163.962184400007,,,,,,,,,
Choice made,14169.433111299993,,,,,,,,,
Math Trial End,14169.433152400015,False,,,,,,,,
Math Trial Start,14171.448607700004,,,,,,,,,
Choice presented,14171.470036700019,,,,,,,,,
Choice made,14176.932986799977,,,,,,,,,
Math Trial End,14176.93307899998,False,,,,,,,,
Math Trial Start,14178.958115299989,,,,,,,,,
Choice presented,14178.962492799968,,,,,,,,,
Choice made,14184.415051999968,,,,,,,,,
Math Trial End,14184.415106799977,False,,,,,,,,
Math Trial Start,14186.438960600004,,,,,,,,,
Choice presented,14186.451520800008,,,,,,,,,
Choice made,14191.918982499978,,,,,,,,,
Math Trial End,14191.919039600005,False,,,,,,,,
Math Task End,14193.932205799967,,,,,,,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,14193.93361030001
ESQ,15353.433715399995,,Intrusive_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,15355.978810100001,,Intrusive_response,8.0,Experience Sampling Questions,1,9453225,,Marker Started at 8,Math Task
ESQ,15355.979139700008,,Future_start,,Experience Sampling Questions,1,9453225,,,Math Task
ESQ,15356.997872999986,,Future_response,8.0,Experience Sampling Questions,1,9453225,,Marker Started at 8,Math Task
EXPERIMENT DATA:,One-Back Task
Start Time,15359.356717799965
0-Back Start,15359.35776829999,,,,One-Back Task,1,9453225,,,
NoGoStimulus Start,15362.310745299968,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15363.688532700005,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15365.99794500001,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15366.736340400006,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15368.790930100018,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15369.789483200002,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15371.409165499965,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15372.850799600012,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15374.465420199966,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15375.88821960002,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15377.809103099979,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15378.951296299987,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,15381.265944899991,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,15384.998456100002,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15387.274851099995,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15388.050520399993,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15389.60679489997,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15391.099142699968,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15392.713210700022,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15394.152619900007,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15396.07357269997,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15397.21143700002,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15399.020689099969,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15400.26354189997,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15402.154288200021,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15403.311020399968,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,15405.754222899966,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,15409.442506499996,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15411.263044599968,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15412.513424300007,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15414.690893699997,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15415.573438799998,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15417.749575899972,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15418.624767599977,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,15420.804820799967,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,15424.676143899967,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15426.889827499981,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15427.74574480002,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15430.186237599992,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15430.800296499976,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15433.316799599968,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15433.863122800016,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15436.11366219999,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15436.929463699984,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15439.297538999992,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15439.993424999993,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,15441.705793600006,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,15446.028317699966,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15448.47713090002,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15449.097457900003,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15451.178008999967,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15452.159832099976,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15454.408448599977,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15455.228552500019,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,15456.74965979997,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,15461.290261499991,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,15462.821314500005,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,15464.347359900014,True,,,One-Back Task,1,9453225,None,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,15464.373034799995
ESQ,16756.37279699999,,Distracting_start,,Experience Sampling Questions,1,9453225,,,One-Back Task
ESQ,16757.96804190002,,Distracting_response,10.0,Experience Sampling Questions,1,9453225,,Marker Started at 10,One-Back Task
ESQ,16757.968370799965,,Emotion_start,,Experience Sampling Questions,1,9453225,,,One-Back Task
ESQ,16758.98805709998,,Emotion_response,4.0,Experience Sampling Questions,1,9453225,,Marker Started at 4,One-Back Task
EXPERIMENT DATA:,One-Back Task
Start Time,16758.998027099995
0-Back Start,16758.9980736,,,,One-Back Task,1,9453225,,,
NoGoStimulus Start,16761.768897200003,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16763.148477800016,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16765.450367500016,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16766.190215600014,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16768.238454699982,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16769.224474699993,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16770.838777799974,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16772.273198199982,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16773.88815740001,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16775.31529539998,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16777.22760059999,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16778.356717100018,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,16780.662687300006,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,16784.3850524,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16786.652293299965,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16787.42596079997,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16788.980131999997,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16790.467779800005,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16792.074835599982,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16793.50920109998,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16795.417617600004,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16796.55231270002,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16798.346838700003,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16799.592875299975,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16801.4752326,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16802.63502420002,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,16805.07098249998,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,16808.662523799983,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16810.477011199982,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16811.70428569999,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16813.87253990001,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16814.753589399974,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16816.921243599965,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16817.796501400007,True,,,One-Back Task,1,9453225,None,OneBack,
OneBackStimulus Start,16819.96668979997,,,,One-Back Task,1,9453225,,OneBack,
OneBackStimulus End,16823.82224780001,False,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16826.02935530001,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16826.863992500002,True,,,One-Back Task,1,9453225,None,OneBack,
NoGoStimulus Start,16829.299540899985,,,,One-Back Task,1,9453225,,OneBack,
NoGoStimulus End,16829.906099300017,True,,,One-Back Task,1,9453225,None,OneBack,
