EXPERIMENT DATA:,You Task
Start Time,7.963068599987309
Self_Task_Start,8.547387300000992,,,,You Task,1,6616585,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,9.069158300000709
ESQ,9.537353600026108,,Distracting_start,,Experience Sampling Questions,1,6616585,,,You Task
ESQ,11.07141929998761,,Distracting_response,3.0,Experience Sampling Questions,1,6616585,,Marker Started at 3,You Task
ESQ,11.071695299993735,,Past_start,,Experience Sampling Questions,1,6616585,,,You Task
ESQ,12.383411800023168,,Past_response,9.0,Experience Sampling Questions,1,6616585,,Marker Started at 9,You Task
EXPERIMENT DATA:,You Task
Start Time,12.419099099992309
Self_Task_Start,13.09783189999871,,,,You Task,1,6616585,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,13.635347600036766
ESQ,14.162237100012135,,Self_start,,Experience Sampling Questions,1,6616585,,,You Task
ESQ,17.07670470001176,,Self_response,4.0,Experience Sampling Questions,1,6616585,,Marker Started at 4,You Task
ESQ,17.077024800004438,,Future_start,,Experience Sampling Questions,1,6616585,,,You Task
ESQ,18.09268629999133,,Future_response,9.0,Experience Sampling Questions,1,6616585,,Marker Started at 9,You Task
EXPERIMENT DATA:,Friend Task
Start Time,18.138330099987797
Self_Task_Start,18.977716099994723,,,,Friend Task,1,6616585,,,
Start_of_talented,21.543249000038486,,,,Friend Task,1,6616585,,,
End_of_talented,21.543249000038486,,,,Friend Task,1,6616585,left,,
Start_of_obedient,24.612567500036675,,,,Friend Task,1,6616585,,,
End_of_obedient,24.612567500036675,,,,Friend Task,1,6616585,left,,
Start_of_proud,27.87636629998451,,,,Friend Task,1,6616585,,,
End_of_proud,27.87636629998451,,,,Friend Task,1,6616585,left,,
Start_of_trustworthy,30.779369299998507,,,,Friend Task,1,6616585,,,
End_of_trustworthy,30.779369299998507,,,,Friend Task,1,6616585,left,,
Start_of_critical,33.612452000030316,,,,Friend Task,1,6616585,,,
End_of_critical,33.612452000030316,,,,Friend Task,1,6616585,left,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,34.21879539999645
ESQ,34.91290080000181,,Problem_start,,Experience Sampling Questions,1,6616585,,,Friend Task
ESQ,37.848666100006085,,Problem_response,8.0,Experience Sampling Questions,1,6616585,,Marker Started at 8,Friend Task
ESQ,37.84895010001492,,Self_start,,Experience Sampling Questions,1,6616585,,,Friend Task
ESQ,38.925687699986156,,Self_response,9.0,Experience Sampling Questions,1,6616585,,Marker Started at 9,Friend Task
EXPERIMENT DATA:,Friend Task
Start Time,38.961595400003716
Self_Task_Start,39.86138590000337,,,,Friend Task,1,6616585,,,
Start_of_excited,42.4113213000237,,,,Friend Task,1,6616585,,,
End_of_excited,42.4113213000237,,,,Friend Task,1,6616585,left,,
Start_of_unintelligent,45.04974640003638,,,,Friend Task,1,6616585,,,
End_of_unintelligent,45.04974640003638,,,,Friend Task,1,6616585,right,,
Start_of_ungrateful,47.66141800000332,,,,Friend Task,1,6616585,,,
End_of_ungrateful,47.66141800000332,,,,Friend Task,1,6616585,left,,
Start_of_logical,51.397812800016254,,,,Friend Task,1,6616585,,,
End_of_logical,51.397812800016254,,,,Friend Task,1,6616585,left,,
Start_of_trustful,53.990096000023186,,,,Friend Task,1,6616585,,,
End_of_trustful,53.990096000023186,,,,Friend Task,1,6616585,left,,
Start_of_depressed,56.59950120002031,,,,Friend Task,1,6616585,,,
End_of_depressed,56.59950120002031,,,,Friend Task,1,6616585,left,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,57.30906400003005
ESQ,58.21317589998944,,Problem_start,,Experience Sampling Questions,1,6616585,,,Friend Task
ESQ,59.79566030000569,,Problem_response,6.0,Experience Sampling Questions,1,6616585,,Marker Started at 6,Friend Task
ESQ,59.79594380001072,,Self_start,,Experience Sampling Questions,1,6616585,,,Friend Task
ESQ,61.092636100016534,,Self_response,9.0,Experience Sampling Questions,1,6616585,,Marker Started at 9,Friend Task
EXPERIMENT DATA:,Math Task
Start Time,63.81998560001375
Math Task Start,65.02204150002217,,,,,,,,,
fixation cross,65.03125290002208,,,,,,,,,
Math Task End,67.0567730999901,,,,,,,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,67.05751710000914
ESQ,67.86150280002039,,Absorption_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,70.58562680002069,,Absorption_response,3.0,Experience Sampling Questions,1,6616585,,Marker Started at 3,Math Task
ESQ,70.58596789999865,,Past_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,71.60862990003079,,Past_response,8.0,Experience Sampling Questions,1,6616585,,Marker Started at 8,Math Task
EXPERIMENT DATA:,Math Task
Start Time,71.65673570003128
Math Task Start,78.70394410000881,,,,,,,,,
fixation cross,78.71096110000508,,,,,,,,,
Math Task End,80.7248566999915,,,,,,,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,80.72554670000682
ESQ,81.1832921000314,,Emotion_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,82.84866910002893,,Emotion_response,5.0,Experience Sampling Questions,1,6616585,,Marker Started at 5,Math Task
ESQ,82.84902690001763,,Knowledge_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,83.87068520003231,,Knowledge_response,10.0,Experience Sampling Questions,1,6616585,,Marker Started at 10,Math Task
EXPERIMENT DATA:,Math Task
Start Time,83.90415310004028
Math Task Start,2.711348499986343,,,,Math Task,1,6616585,,,
fixation cross,2.7186482999823056,,,,Math Task,1,6616585,,,
Math Trial Start,4.738994700019248,,,,Math Task,1,6616585,,,
Choice presented,4.746265300025698,,,,Math Task,1,6616585,,,
Choice made,7.651705400028732,,,,Math Task,1,6616585,,,
Math Trial End,7.651753699989058,False,,,Math Task,1,6616585,,,
Math Trial Start,9.668241299979854,,,,Math Task,1,6616585,,,
Choice presented,9.674014499993064,,,,Math Task,1,6616585,,,
Choice made,12.58919440000318,,,,Math Task,1,6616585,,,
Math Trial End,12.589241400011815,False,,,Math Task,1,6616585,,,
Math Task End,14.59683930000756,,,,Math Task,1,6616585,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,98.52467010001419
ESQ,98.9994083000347,,Problem_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,100.59868120000465,,Problem_response,5.0,Experience Sampling Questions,1,6616585,,Marker Started at 5,Math Task
ESQ,100.59903620003024,,Self_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,101.61465290002525,,Self_response,9.0,Experience Sampling Questions,1,6616585,,Marker Started at 9,Math Task
EXPERIMENT DATA:,Math Task
Start Time,101.64665390003938
Math Task Start,1.152051199984271,,,,Math Task,1,6616585,,,
fixation cross,1.1587654000031762,,,,Math Task,1,6616585,,,
Math Task End,3.174437100009527,,,,Math Task,1,6616585,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,104.8445619000122
ESQ,105.48146530002123,,Emotion_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,107.2456847000285,,Emotion_response,2.0,Experience Sampling Questions,1,6616585,,Marker Started at 2,Math Task
ESQ,107.24596189998556,,Problem_start,,Experience Sampling Questions,1,6616585,,,Math Task
ESQ,108.37766310002189,,Problem_response,6.0,Experience Sampling Questions,1,6616585,,Marker Started at 6,Math Task
EXPERIMENT DATA:,Finger Tapping Task
Start Time,111.22319069999503
Finger Tapping Start,,,,,Finger Tapping Task,1,6616585,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,115.13492899999255
ESQ,115.60412060003728,,Detailed_start,,Experience Sampling Questions,1,6616585,,,Finger Tapping Task
ESQ,117.35669970000163,,Detailed_response,2.0,Experience Sampling Questions,1,6616585,,Marker Started at 2,Finger Tapping Task
ESQ,117.3569986000075,,Focus_start,,Experience Sampling Questions,1,6616585,,,Finger Tapping Task
ESQ,118.37077079998562,,Focus_response,3.0,Experience Sampling Questions,1,6616585,,Marker Started at 3,Finger Tapping Task
EXPERIMENT DATA:,Finger Tapping Task
Start Time,118.43939140002476
Finger Tapping Start,,,,,Finger Tapping Task,1,6616585,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,121.95672010001726
ESQ,122.27290580002591,,Detailed_start,,Experience Sampling Questions,1,6616585,,,Finger Tapping Task
ESQ,123.81568980001612,,Detailed_response,2.0,Experience Sampling Questions,1,6616585,,Marker Started at 2,Finger Tapping Task
ESQ,123.81597430002876,,Absorption_start,,Experience Sampling Questions,1,6616585,,,Finger Tapping Task
