METADATA:
Block Runtime,Experiment Seed,Subject
90,5644637,subject007
Time after setup,2312.8431855999515
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,2372.692531199951
Movie Task Start,2372.6925790999667,,,,Movie Task,1,5644637,,,
Movie Init,2404.7929662999813,,,,Movie Task,1,5644637,,,
Movie Start,2404.7930615999503,,,,Movie Task,1,5644637,,,
Movie End,2539.202680699993,,,,Movie Task,1,5644637,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,2539.214365099964
ESQ,2544.634354399983,,Future_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2560.2192011000006,,Future_response,5.899999999999998,Experience Sampling Questions,1,5644637,,Marker Started at 4,Movie Task
ESQ,2560.220241999952,,Emotion_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2568.336016099958,,Emotion_response,7.099999999999996,Experience Sampling Questions,1,5644637,,Marker Started at 2,Movie Task
ESQ,2568.336953799997,,Absorption_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2574.386127899983,,Absorption_response,4.400000000000002,Experience Sampling Questions,1,5644637,,Marker Started at 2,Movie Task
ESQ,2574.387154099997,,Intrusive_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2579.9850780999986,,Intrusive_response,7.0,Experience Sampling Questions,1,5644637,,Marker Started at 7,Movie Task
ESQ,2579.986041700002,,Self_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2587.335711199965,,Self_response,5.400000000000009,Experience Sampling Questions,1,5644637,,Marker Started at 8,Movie Task
ESQ,2587.3366418999503,,Focus_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2593.7351547,,Focus_response,6.500000000000002,Experience Sampling Questions,1,5644637,,Marker Started at 7,Movie Task
ESQ,2593.7361428999575,,Past_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2598.1018495999742,,Past_response,1.9999999999999991,Experience Sampling Questions,1,5644637,,Marker Started at 3,Movie Task
ESQ,2598.102862999949,,Other_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2602.9348262999556,,Other_response,6.099999999999997,Experience Sampling Questions,1,5644637,,Marker Started at 4,Movie Task
ESQ,2602.935704899952,,Distracting_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2606.4350251999567,,Distracting_response,7.0,Experience Sampling Questions,1,5644637,,Marker Started at 7,Movie Task
ESQ,2606.4359777999925,,Problem_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2612.016910199949,,Problem_response,3.2999999999999985,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
ESQ,2612.01783919998,,Detailed_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2615.8009896999574,,Detailed_response,2.0999999999999974,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
ESQ,2615.802005699952,,Knowledge_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2626.284643799998,,Knowledge_response,7.799999999999994,Experience Sampling Questions,1,5644637,,Marker Started at 6,Movie Task
ESQ,2626.2856207999866,,Modality_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2632.3345757999923,,Modality_response,2.300000000000001,Experience Sampling Questions,1,5644637,,Marker Started at 6,Movie Task
ESQ,2632.3355403000023,,Deliberate_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2635.2165570999496,,Deliberate_response,3.0,Experience Sampling Questions,1,5644637,,Marker Started at 3,Movie Task
EXPERIMENT DATA:,Movie Task
Start Time,2635.2365350999753
Movie Task Start,2635.236577799951,,,,Movie Task,1,5644637,,,
Movie Init,2649.190888699959,,,,Movie Task,1,5644637,,,
Movie Start,2649.1909639999503,,,,Movie Task,1,5644637,,,
Movie End,2806.861198599974,,,,Movie Task,1,5644637,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,2806.873871399963
ESQ,2809.8069407999865,,Intrusive_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2818.311278499954,,Intrusive_response,1.0,Experience Sampling Questions,1,5644637,,Marker Started at 9,Movie Task
ESQ,2818.3122873999528,,Other_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2822.9611941999756,,Other_response,1.0,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
