EXPERIMENT DATA:,Zero-Back Task
Start Time,7.507882000005338
0-Back Start,7.507955199980643,,,,Zero-Back Task,1,1143124,,,
NoGoStimulus Start,10.980729800008703,,,,Zero-Back Task,1,1143124,,ZeroBack,
NoGoStimulus End,11.847908499999903,True,,,Zero-Back Task,1,1143124,None,ZeroBack,
NoGoStimulus Start,13.506913499964867,,,,Zero-Back Task,1,1143124,,ZeroBack,
NoGoStimulus End,14.88119889999507,True,,,Zero-Back Task,1,1143124,None,ZeroBack,
NoGoStimulus Start,17.104450599988922,,,,Zero-Back Task,1,1143124,,ZeroBack,
NoGoStimulus End,17.915975200012326,True,,,Zero-Back Task,1,1143124,None,ZeroBack,
NoGoStimulus Start,20.163483300013468,,,,Zero-Back Task,1,1143124,,ZeroBack,
NoGoStimulus End,20.957694399985485,True,,,Zero-Back Task,1,1143124,None,ZeroBack,
NoGoStimulus Start,23.253573899972253,,,,Zero-Back Task,1,1143124,,ZeroBack,
NoGoStimulus End,23.999514999974053,True,,,Zero-Back Task,1,1143124,None,ZeroBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,24.066933800000697
ESQ,26.64197240001522,,Deliberate_start,,Experience Sampling Questions,1,1143124,,,Zero-Back Task
ESQ,28.1643056999892,,Deliberate_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,Zero-Back Task
ESQ,28.164639299968258,,Detailed_start,,Experience Sampling Questions,1,1143124,,,Zero-Back Task
ESQ,29.186290999990888,,Detailed_response,6.0,Experience Sampling Questions,1,1143124,,Marker Started at 6,Zero-Back Task
EXPERIMENT DATA:,Zero-Back Task
Start Time,29.198081800015643
0-Back Start,29.198126700008288,,,,Zero-Back Task,1,1143124,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,30.815249199979007
ESQ,31.257377900008578,,Intrusive_start,,Experience Sampling Questions,1,1143124,,,Zero-Back Task
ESQ,32.764330599980894,,Intrusive_response,3.0,Experience Sampling Questions,1,1143124,,Marker Started at 3,Zero-Back Task
ESQ,32.76462089997949,,Knowledge_start,,Experience Sampling Questions,1,1143124,,,Zero-Back Task
ESQ,33.78434999997262,,Knowledge_response,3.0,Experience Sampling Questions,1,1143124,,Marker Started at 3,Zero-Back Task
EXPERIMENT DATA:,One-Back Task
Start Time,33.79451659996994
0-Back Start,33.794555499975104,,,,One-Back Task,1,1143124,,,
NoGoStimulus Start,37.15516279998701,,,,One-Back Task,1,1143124,,OneBack,
NoGoStimulus End,38.05932479997864,True,,,One-Back Task,1,1143124,None,OneBack,
NoGoStimulus Start,39.737755200010724,,,,One-Back Task,1,1143124,,OneBack,
NoGoStimulus End,41.14553779998096,True,,,One-Back Task,1,1143124,None,OneBack,
NoGoStimulus Start,43.36900369997602,,,,One-Back Task,1,1143124,,OneBack,
NoGoStimulus End,44.18078029999742,True,,,One-Back Task,1,1143124,None,OneBack,
NoGoStimulus Start,46.4293125999975,,,,One-Back Task,1,1143124,,OneBack,
NoGoStimulus End,47.22216549998848,True,,,One-Back Task,1,1143124,None,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,47.23198679997586
ESQ,47.49254359997576,,Focus_start,,Experience Sampling Questions,1,1143124,,,One-Back Task
ESQ,49.08932470000582,,Focus_response,6.0,Experience Sampling Questions,1,1143124,,Marker Started at 6,One-Back Task
ESQ,49.089618299971335,,Knowledge_start,,Experience Sampling Questions,1,1143124,,,One-Back Task
ESQ,50.13830459996825,,Knowledge_response,2.0,Experience Sampling Questions,1,1143124,,Marker Started at 2,One-Back Task
