EXPERIMENT DATA:,Friend Task
Start Time,22.307053199998336
ESQ,10590.107582800003,,Distracting_response,9.0,Experience Sampling Questions,1,1989864,,Marker Started at 9,Friend Task
EXPERIMENT DATA:,Friend Task
Start Time,10590.127106600004
Self_Task_Start,10591.059097099991,,,,Friend Task,1,1989864,,,
Start_of_emotional,10593.650429300003,,,,Friend Task,1,1989864,,,
End_of_emotional,10593.650429300003,,,,Friend Task,1,1989864,left,,
Start_of_depressed,10597.49802900001,,,,Friend Task,1,1989864,,,
End_of_depressed,10597.49802900001,,,,Friend Task,1,1989864,right,,
Start_of_hostile,10600.449315400008,,,,Friend Task,1,1989864,,,
End_of_hostile,10600.449315400008,,,,Friend Task,1,1989864,None,,
Start_of_obedient,10608.54650170001,,,,Friend Task,1,1989864,,,
End_of_obedient,10608.54650170001,,,,Friend Task,1,1989864,None,,
Start_of_excitable,10616.665236400004,,,,Friend Task,1,1989864,,,
End_of_excitable,10616.665236400004,,,,Friend Task,1,1989864,None,,
Start_of_sociable,10624.741819499992,,,,Friend Task,1,1989864,,,
End_of_sociable,10624.741819499992,,,,Friend Task,1,1989864,None,,
Start_of_short-tempered,10632.845708599983,,,,Friend Task,1,1989864,,,
End_of_short-tempered,10632.845708599983,,,,Friend Task,1,1989864,None,,
Start_of_unappreciative,10640.963323200005,,,,Friend Task,1,1989864,,,
End_of_unappreciative,10640.963323200005,,,,Friend Task,1,1989864,None,,
Start_of_careless,10649.048463399988,,,,Friend Task,1,1989864,,,
End_of_careless,10649.048463399988,,,,Friend Task,1,1989864,None,,
Start_of_unpleasant,10657.12983250001,,,,Friend Task,1,1989864,,,
End_of_unpleasant,10657.12983250001,,,,Friend Task,1,1989864,None,,
Start_of_hot-tempered,10665.214004599984,,,,Friend Task,1,1989864,,,
End_of_hot-tempered,10665.214004599984,,,,Friend Task,1,1989864,None,,
Start_of_observant,10673.27542759999,,,,Friend Task,1,1989864,,,
End_of_observant,10673.27542759999,,,,Friend Task,1,1989864,None,,
Start_of_uninteresting,10681.338172299991,,,,Friend Task,1,1989864,,,
End_of_uninteresting,10681.338172299991,,,,Friend Task,1,1989864,None,,
Start_of_systematic,10689.394608300005,,,,Friend Task,1,1989864,,,
End_of_systematic,10689.394608300005,,,,Friend Task,1,1989864,None,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,10695.423960199987
ESQ,10712.0996819,,Self_start,,Experience Sampling Questions,1,1989864,,,Friend Task
ESQ,10713.561478899996,,Self_response,9.0,Experience Sampling Questions,1,1989864,,Marker Started at 9,Friend Task
ESQ,10713.561877900007,,Absorption_start,,Experience Sampling Questions,1,1989864,,,Friend Task
ESQ,10714.581554000004,,Absorption_response,8.0,Experience Sampling Questions,1,1989864,,Marker Started at 8,Friend Task
EXPERIMENT DATA:,You Task
Start Time,10714.600740299997
Self_Task_Start,10715.746941899997,,,,You Task,1,1989864,,,
Start_of_capable,10718.317651099991,,,,You Task,1,1989864,,,
End_of_capable,10718.317651099991,,,,You Task,1,1989864,None,,
Start_of_imaginative,10726.429442699999,,,,You Task,1,1989864,,,
End_of_imaginative,10726.429442699999,,,,You Task,1,1989864,None,,
Start_of_friendly,10734.5690282,,,,You Task,1,1989864,,,
End_of_friendly,10734.5690282,,,,You Task,1,1989864,None,,
Start_of_irritable,10742.702472300007,,,,You Task,1,1989864,,,
End_of_irritable,10742.702472300007,,,,You Task,1,1989864,None,,
Start_of_dishonest,10750.8411968,,,,You Task,1,1989864,,,
End_of_dishonest,10750.8411968,,,,You Task,1,1989864,None,,
Start_of_malicious,10758.95670119999,,,,You Task,1,1989864,,,
End_of_malicious,10758.95670119999,,,,You Task,1,1989864,None,,
Start_of_superstitious,10767.077648800012,,,,You Task,1,1989864,,,
End_of_superstitious,10767.077648800012,,,,You Task,1,1989864,None,,
Start_of_stubborn,10775.228661400004,,,,You Task,1,1989864,,,
End_of_stubborn,10775.228661400004,,,,You Task,1,1989864,None,,
Start_of_jealous,10783.389967199997,,,,You Task,1,1989864,,,
End_of_jealous,10783.389967199997,,,,You Task,1,1989864,None,,
Start_of_conformist,10791.554503699997,,,,You Task,1,1989864,,,
End_of_conformist,10791.554503699997,,,,You Task,1,1989864,None,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,10797.611149600009
ESQ,10923.42459499999,,Focus_start,,Experience Sampling Questions,1,1989864,,,You Task
ESQ,10925.133675399993,,Focus_response,9.0,Experience Sampling Questions,1,1989864,,Marker Started at 9,You Task
ESQ,10925.134028700006,,Emotion_start,,Experience Sampling Questions,1,1989864,,,You Task
ESQ,10926.154730499984,,Emotion_response,7.0,Experience Sampling Questions,1,1989864,,Marker Started at 7,You Task
EXPERIMENT DATA:,You Task
Start Time,10926.1699793
Self_Task_Start,10926.850437099987,,,,You Task,1,1989864,,,
Start_of_persistent,10929.425426200003,,,,You Task,1,1989864,,,
End_of_persistent,10929.425426200003,,,,You Task,1,1989864,None,,
Start_of_fault-finding,10937.502192099986,,,,You Task,1,1989864,,,
End_of_fault-finding,10937.502192099986,,,,You Task,1,1989864,None,,
Start_of_sloppy,10945.572001699999,,,,You Task,1,1989864,,,
End_of_sloppy,10945.572001699999,,,,You Task,1,1989864,None,,
Start_of_conformist,10953.684357199993,,,,You Task,1,1989864,,,
End_of_conformist,10953.684357199993,,,,You Task,1,1989864,None,,
Start_of_worrier,10961.751421399997,,,,You Task,1,1989864,,,
End_of_worrier,10961.751421399997,,,,You Task,1,1989864,None,,
Start_of_persuasive,10969.879372900003,,,,You Task,1,1989864,,,
End_of_persuasive,10969.879372900003,,,,You Task,1,1989864,None,,
Start_of_stubborn,10977.967317100003,,,,You Task,1,1989864,,,
End_of_stubborn,10977.967317100003,,,,You Task,1,1989864,None,,
Start_of_reliable,10986.662298799987,,,,You Task,1,1989864,,,
End_of_reliable,10986.662298799987,,,,You Task,1,1989864,None,,
Start_of_obnoxious,10994.753332299995,,,,You Task,1,1989864,,,
End_of_obnoxious,10994.753332299995,,,,You Task,1,1989864,None,,
Start_of_unselfish,11002.835990299995,,,,You Task,1,1989864,,,
End_of_unselfish,11002.835990299995,,,,You Task,1,1989864,None,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,11008.871583600005
ESQ,12310.926693699992,,Deliberate_start,,Experience Sampling Questions,1,1989864,,,You Task
ESQ,12312.416973799991,,Deliberate_response,6.0,Experience Sampling Questions,1,1989864,,Marker Started at 6,You Task
ESQ,12312.417293400009,,Absorption_start,,Experience Sampling Questions,1,1989864,,,You Task
ESQ,12313.438937700004,,Absorption_response,10.0,Experience Sampling Questions,1,1989864,,Marker Started at 10,You Task
EXPERIMENT DATA:,Zero-Back Task
Start Time,12316.15181380001
0-Back Start,12316.151873499999,,,,Zero-Back Task,1,1989864,,,
NoGoStimulus Start,12319.896083300002,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12321.00156189999,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12322.718558499997,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12324.042376099998,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12325.649405300006,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12327.085526499985,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12329.23277219999,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12330.133441399987,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12331.969285500003,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12333.174335599993,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12334.579974699998,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12339.23006880001,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12341.669773900008,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12342.27184609999,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12344.713816200005,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12345.32063979999,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12347.2180046,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12348.369180599984,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12350.266568599996,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12351.419003599993,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12353.067701499996,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12357.480904099997,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12359.511323499988,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12360.522679799993,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12362.917984600004,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12363.563868099998,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12365.965914900007,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12366.606053900003,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12368.66480920001,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12369.647062100004,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12370.715601400007,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12375.709840099997,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12377.69976029999,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12378.751839400007,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12381.026052600006,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12381.79307059999,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12383.578066599992,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12384.835087799991,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12386.458095499984,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12387.877350800001,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12390.107276099996,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12390.9254793,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12393.361332100001,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12396.980895099987,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12399.464357899997,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12400.024922399985,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12402.454975900007,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12403.088224999985,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12405.134884400002,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12406.142125199985,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12407.784304700006,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12409.182577200001,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12411.018974100007,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12412.224831800006,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12414.533733299992,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12418.280301199993,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,12418.28885740001
ESQ,12669.769880999986,,Self_start,,Experience Sampling Questions,1,1989864,,,Zero-Back Task
ESQ,12671.283231799986,,Self_response,4.0,Experience Sampling Questions,1,1989864,,Marker Started at 4,Zero-Back Task
ESQ,12671.283573199995,,Deliberate_start,,Experience Sampling Questions,1,1989864,,,Zero-Back Task
ESQ,12672.311232600012,,Deliberate_response,7.0,Experience Sampling Questions,1,1989864,,Marker Started at 7,Zero-Back Task
EXPERIMENT DATA:,Zero-Back Task
Start Time,12672.321224499989
0-Back Start,12672.3212642,,,,Zero-Back Task,1,1989864,,,
NoGoStimulus Start,12675.661393799994,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12676.762870999984,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12678.481025599991,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12679.804604100005,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12681.412660000002,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12682.847093999997,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12684.989770799992,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12685.888076000003,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12687.723297399993,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12688.936692699994,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12690.342437099986,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12694.993205100007,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12697.432274899998,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12698.034118499985,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12700.469896299997,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12701.076945599983,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12702.97422209999,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12704.129311600002,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12706.02908040001,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12707.181134199986,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12708.82831469999,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12713.229441200005,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12715.258804000012,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12716.270733399986,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12718.667667700007,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12719.31962200001,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12721.72058210001,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12722.361483999994,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12724.420987499994,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12725.402360799984,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12726.4579332,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12731.451156900002,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12733.442476900003,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12734.4928028,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12736.768005399994,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12737.53530009999,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12739.318872700009,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12740.576362599997,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12742.205029300007,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12743.627246399992,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12745.852844500012,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12746.674119400006,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12749.114229500003,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12752.729824400012,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12755.21954240001,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12755.78068679999,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12758.217752199998,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12758.841177299997,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12760.881949700008,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12761.891484099993,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12763.537514700001,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12764.937997900008,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
NoGoStimulus Start,12766.781249699998,,,,Zero-Back Task,1,1989864,,ZeroBack,
NoGoStimulus End,12767.990122399991,True,,,Zero-Back Task,1,1989864,None,ZeroBack,
ZeroBackStimulus Start,12770.30369999999,,,,Zero-Back Task,1,1989864,,ZeroBack,
ZeroBackStimulus End,12774.049463000003,False,,,Zero-Back Task,1,1989864,None,ZeroBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,12774.059003600007
ESQ,15330.01675760001,,Modality_start,,Experience Sampling Questions,1,1989864,,,Zero-Back Task
ESQ,15331.615853399999,,Modality_response,2.0,Experience Sampling Questions,1,1989864,,Marker Started at 2,Zero-Back Task
ESQ,15331.616159700003,,Intrusive_start,,Experience Sampling Questions,1,1989864,,,Zero-Back Task
ESQ,15332.642885799985,,Intrusive_response,7.0,Experience Sampling Questions,1,1989864,,Marker Started at 7,Zero-Back Task
EXPERIMENT DATA:,One-Back Task
Start Time,15332.656328000012
0-Back Start,15332.656590600003,,,,One-Back Task,1,1989864,,,
NoGoStimulus Start,15335.653765399999,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15336.761359199998,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15338.535467599984,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15339.906375399994,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15341.516353299987,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15342.958039399993,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15345.11211789999,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15346.029288499994,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15348.56637710001,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15349.086804199993,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15351.040465800004,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15352.135465900006,True,,,One-Back Task,1,1989864,None,OneBack,
OneBackStimulus Start,15354.374004499987,,,,One-Back Task,1,1989864,,OneBack,
OneBackStimulus End,15358.170318499993,False,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15360.445834699989,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15361.219172499987,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15362.958469500009,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15364.260875000007,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15366.21880229999,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15367.309158699994,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15369.115922900004,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15370.364792600012,True,,,One-Back Task,1,1989864,None,OneBack,
OneBackStimulus Start,15372.210188199999,,,,One-Back Task,1,1989864,,OneBack,
OneBackStimulus End,15376.40663859999,False,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15378.835695599992,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15379.448482200009,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15381.0024768,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15382.49044200001,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15384.551615500008,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15385.545355799986,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15387.7573385,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15388.587473099993,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15390.988194999984,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15391.62912930001,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15393.690582100011,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15394.679707000003,True,,,One-Back Task,1,1989864,None,OneBack,
OneBackStimulus Start,15395.720815100009,,,,One-Back Task,1,1989864,,OneBack,
OneBackStimulus End,15400.719503200002,False,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15402.710314199998,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15403.76875009999,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15406.046372499986,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15406.818172500003,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15408.601491500012,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15409.865801000007,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15411.916190399992,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15412.914033599984,True,,,One-Back Task,1,1989864,None,OneBack,
OneBackStimulus Start,15414.272178899992,,,,One-Back Task,1,1989864,,OneBack,
OneBackStimulus End,15418.949642599997,False,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15421.333847300004,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15422.007617199997,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15423.579671399988,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15425.093481999997,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15427.580402299995,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15428.136297499994,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,15430.563254500012,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,15431.185189799988,True,,,One-Back Task,1,1989864,None,OneBack,
OneBackStimulus Start,15433.257330099994,,,,One-Back Task,1,1989864,,OneBack,
OneBackStimulus End,15437.219938900002,False,,,One-Back Task,1,1989864,None,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,15437.22850659999
ESQ,29342.70697910001,,Detailed_start,,Experience Sampling Questions,1,1989864,,,One-Back Task
ESQ,29344.438423199987,,Detailed_response,3.0,Experience Sampling Questions,1,1989864,,Marker Started at 3,One-Back Task
ESQ,29344.438946499984,,Knowledge_start,,Experience Sampling Questions,1,1989864,,,One-Back Task
ESQ,29345.466430600005,,Knowledge_response,6.0,Experience Sampling Questions,1,1989864,,Marker Started at 6,One-Back Task
EXPERIMENT DATA:,One-Back Task
Start Time,29345.483043899992
0-Back Start,29345.48371900001,,,,One-Back Task,1,1989864,,,
NoGoStimulus Start,29348.467133600003,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29349.5719636,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29351.2910575,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29352.61400979999,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29354.22604390001,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29355.662572400004,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29357.805113799986,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29358.703766099992,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29361.227373200003,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29361.752856100007,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29363.70400279999,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29364.80084479999,True,,,One-Back Task,1,1989864,None,OneBack,
OneBackStimulus Start,29367.03799499999,,,,One-Back Task,1,1989864,,OneBack,
OneBackStimulus End,29370.836338099994,False,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29373.108180499985,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29373.880635799986,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29375.617166599986,,,,One-Back Task,1,1989864,,OneBack,
NoGoStimulus End,29376.91952200001,True,,,One-Back Task,1,1989864,None,OneBack,
NoGoStimulus Start,29378.87537220001,,,,One-Back Task,1,1989864,,OneBack,
