 
ESQ,22810.944623799995,,Self_response,7.0,Experience Sampling Questions,1,9453225,,Marker Started at 7,You Task
 
Runtime Mod,-11
EXPERIMENT DATA:,Friend Task
Start Time,22810.955247199978
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,22894.841106000007
ESQ,22919.077444900002,,Other_response,5.0,Experience Sampling Questions,1,9453225,,Marker Started at 5,Friend Task
ESQ,22920.132976299967,,Distracting_response,2.0,Experience Sampling Questions,1,9453225,,Marker Started at 2,Friend Task
 
Runtime Mod,-13
EXPERIMENT DATA:,Friend Task
Start Time,22920.14344309998
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,23000.217371899984
ESQ,23002.911448600003,,Distracting_response,9.0,Experience Sampling Questions,1,9453225,,Marker Started at 9,Friend Task
ESQ,23003.926520599984,,Absorption_response,10.0,Experience Sampling Questions,1,9453225,,Marker Started at 10,Friend Task
 
Runtime Mod,-5
EXPERIMENT DATA:,Memory Task
Start Time,23006.59984370001
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,23068.734268700005
ESQ,23118.82425050001,,Past_response,4.0,Experience Sampling Questions,1,9453225,,Marker Started at 4,Memory Task
ESQ,23119.837275500002,,Future_response,7.0,Experience Sampling Questions,1,9453225,,Marker Started at 7,Memory Task
 
Runtime Mod,13
EXPERIMENT DATA:,Memory Task
Start Time,23119.84782059997
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,24454.56966029998
ESQ,24460.50954280002,,Absorption_response,3.0,Experience Sampling Questions,1,9453225,,Marker Started at 3,Memory Task
ESQ,24461.523574399995,,Future_response,3.0,Experience Sampling Questions,1,9453225,,Marker Started at 3,Memory Task
 
Runtime Mod,-9
EXPERIMENT DATA:,Reading Task
Start Time,24461.55098150001
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,24550.758837400004
ESQ,54560.08063869999,,Modality_response,7.0,Experience Sampling Questions,1,9453225,,Marker Started at 7,Reading Task
ESQ,54561.10265780002,,Past_response,3.0,Experience Sampling Questions,1,9453225,,Marker Started at 3,Reading Task
 
Runtime Mod,8
EXPERIMENT DATA:,Reading Task
Start Time,54561.12223049998
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,54664.80641099997
ESQ,55227.175222499995,,Past_response,8.0,Experience Sampling Questions,1,9453225,,Marker Started at 8,Reading Task
ESQ,55228.19323909999,,Distracting_response,2.0,Experience Sampling Questions,1,9453225,,Marker Started at 2,Reading Task
