 
Runtime Mod,11
EXPERIMENT DATA:,Movie Task
Start Time,7.471268999972381
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,130.96672099997522
ESQ,209.29119760001777,,Problem_response,10.0,Experience Sampling Questions,1,1130264,,Marker Started at 10,Movie Task
ESQ,210.3111610999913,,Intrusive_response,8.0,Experience Sampling Questions,1,1130264,,Marker Started at 8,Movie Task
 
Runtime Mod,6
EXPERIMENT DATA:,Movie Task
Start Time,210.32268689997727
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,314.33806099998765
ESQ,317.91112970001996,,Future_response,7.0,Experience Sampling Questions,1,1130264,,Marker Started at 7,Movie Task
ESQ,318.94711519998964,,Self_response,9.0,Experience Sampling Questions,1,1130264,,Marker Started at 9,Movie Task
 
Runtime Mod,6
