 
Runtime Mod,-14
EXPERIMENT DATA:,Finger Tapping Task
Start Time,11.011928700027056
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,15.410262599994894
ESQ,17.415131999994628,,Problem_response,8.0,Experience Sampling Questions,1,9752132,,Marker Started at 8,Finger Tapping Task
ESQ,18.79715820000274,,Distracting_response,2.0,Experience Sampling Questions,1,9752132,,Marker Started at 2,Finger Tapping Task
 
Runtime Mod,-14
EXPERIMENT DATA:,Finger Tapping Task
Start Time,18.863000700017437
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,23.132146399992052
ESQ,24.984155200014357,,Knowledge_response,10.0,Experience Sampling Questions,1,9752132,,Marker Started at 10,Finger Tapping Task
ESQ,25.998130100022536,,Past_response,10.0,Experience Sampling Questions,1,9752132,,Marker Started at 10,Finger Tapping Task
 
Runtime Mod,-6
EXPERIMENT DATA:,GoNoGo Task
Start Time,26.064002899976913
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,27.652455999981612
ESQ,29.547102299984545,,Absorption_response,9.0,Experience Sampling Questions,1,9752132,,Marker Started at 9,GoNoGo Task
ESQ,30.561106399982236,,Distracting_response,7.0,Experience Sampling Questions,1,9752132,,Marker Started at 7,GoNoGo Task
 
Runtime Mod,-8
EXPERIMENT DATA:,GoNoGo Task
Start Time,30.63276940002106
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,31.895188299997244
ESQ,33.748108899977524,,Emotion_response,7.0,Experience Sampling Questions,1,9752132,,Marker Started at 7,GoNoGo Task
ESQ,34.76911579997977,,Problem_response,9.0,Experience Sampling Questions,1,9752132,,Marker Started at 9,GoNoGo Task
